countryCode,SupplierID,PaperlessDate,invoiceNumber,InvoiceDate,DueDate,InvoiceAmount (in thousands USD),Disputed,SettledDate,PaperlessBill,DaysToSettle,DaysLate
406,QPZCF-6048,7-13-2012,882058561,02-08-2012,03-09-2012,129.66,No,03-01-2012,Electronic,22,0
406,CKNCN-7245,06-04-2012,883694114,9-14-2013,10-14-2013,139.155,Yes,9-26-2013,Paper,12,0
770,FXWYK-3831,03-08-2013,884183384,9-27-2013,10-27-2013,79.575,Yes,10-23-2013,Paper,26,0
818,UWVLM-8364,11-10-2012,886237343,6-30-2012,7-30-2012,112.26,No,08-05-2012,Electronic,36,6
406,OISKG-7600,7-19-2013,889501881,4-30-2012,5-30-2012,145.59,No,5-30-2012,Electronic,30,0
897,GBFQJ-6391,11-25-2013,893037190,02-09-2012,03-10-2012,5.787,Yes,2-25-2012,Electronic,16,0
406,ZAVRG-4092,5-19-2012,893342828,10-23-2012,11-22-2012,126.645,No,11-21-2012,Paper,29,0
770,FIODB-6831,05-08-2013,893954979,5-22-2013,6-21-2013,77.88,Yes,6-16-2013,Paper,25,0
770,DTULQ-465,03-04-2013,902574086,03-01-2013,3-31-2013,102.525,Yes,3-31-2013,Electronic,30,0
406,ETVHD-6833,4-30-2012,903308857,4-23-2012,5-23-2012,110.805,Yes,5-16-2012,Electronic,23,0
770,JCFGW-2447,7-31-2012,905360381,1-24-2013,2-23-2013,109.92,Yes,2-13-2013,Paper,20,0
391,TBPGK-5529,08-09-2013,907309690,5-29-2012,6-28-2012,97.17,Yes,6-29-2012,Electronic,31,1
818,UOPGH-5924,06-06-2013,910054551,4-13-2012,5-13-2012,126.645,Yes,05-01-2012,Electronic,18,0
391,VJWXS-3569,04-09-2013,910348324,8-18-2012,9-17-2012,154.44,Yes,9-15-2012,Electronic,28,0
818,HEKGV-9181,10-16-2013,910856154,8-21-2013,9-20-2013,108.825,No,10-09-2013,Electronic,49,19
406,AMJEO-8976,03-03-2012,915133808,11-11-2012,12-11-2012,89.7,Yes,12-07-2012,Paper,26,0
391,NDGAE-1080,9-28-2012,915652641,01-05-2012,02-04-2012,117.435,No,2-13-2012,Electronic,39,9
770,FDQRK-6077,09-11-2012,921537894,12-30-2012,1-29-2013,44.856,Yes,1-16-2013,Paper,17,0
391,HROAQ-7841,9-15-2013,929902115,5-18-2013,6-17-2013,96.45,Yes,6-14-2013,Electronic,27,0
406,EVASK-7938,12-15-2012,934328991,07-05-2012,08-04-2012,89.505,Yes,08-08-2012,Electronic,34,4
897,XNJRO-688,6-24-2012,936925669,12-10-2012,01-09-2013,27.882,Yes,1-17-2013,Paper,38,8
818,HJDUR-7946,2-21-2012,938015746,4-22-2013,5-22-2013,44.127,Yes,5-15-2013,Paper,23,0
406,CKNCN-7245,06-04-2012,939622265,09-10-2012,10-10-2012,128.04,Yes,9-29-2012,Paper,19,0
406,FGEJI-4640,04-04-2013,940363246,11-02-2012,12-02-2012,149.01,Yes,12-05-2012,Electronic,33,3
391,NEVHP-379,04-06-2013,951035844,06-05-2013,07-05-2013,85.56,Yes,6-19-2013,Paper,14,0
406,FGEJI-4640,04-04-2013,956388872,6-17-2012,7-17-2012,87.195,No,7-28-2012,Electronic,41,11
770,ZXNDN-4460,6-27-2013,959093063,1-15-2013,2-14-2013,108.075,No,03-10-2013,Electronic,54,24
406,EVASK-7938,12-15-2012,975332464,7-17-2013,8-16-2013,108.15,Yes,8-14-2013,Paper,28,0
770,NRGUP-706,04-09-2013,979440074,11-24-2012,12-24-2012,35.658,Yes,01-10-2013,Electronic,47,17
897,XNJRO-688,6-24-2012,981596288,06-07-2012,07-07-2012,41.211,Yes,7-28-2012,Electronic,51,21
818,HEKGV-9181,10-16-2013,986187111,1-27-2012,2-26-2012,130.38,No,03-08-2012,Electronic,41,11
391,DPXLN-5920,11-11-2012,990527828,11-04-2012,12-04-2012,88.095,Yes,12-09-2012,Electronic,35,5
770,FXWYK-3831,03-08-2013,1006151165,11-24-2012,12-24-2012,125.49,Yes,01-03-2013,Electronic,40,10
897,SDWFS-9883,07-08-2013,1006769316,9-14-2012,10-14-2012,30.474,Yes,10-19-2012,Electronic,35,5
897,OQZUE-1408,9-14-2012,1012251396,2-21-2012,3-22-2012,23.445,No,4-21-2012,Electronic,60,30
391,HCSFI-6160,01-10-2013,1014106394,6-14-2012,7-14-2012,98.355,Yes,07-02-2012,Electronic,18,0
406,CKNCN-7245,06-04-2012,1020758328,06-06-2013,07-06-2013,100.785,Yes,6-20-2013,Paper,14,0
818,JJMFW-3568,01-09-2012,1026638636,7-27-2013,8-26-2013,106.29,No,8-23-2013,Paper,27,0
391,TWQXF-5196,6-20-2012,1027852367,9-16-2013,10-16-2013,33.498,Yes,10-06-2013,Paper,20,0
406,LYRCE-9117,07-05-2013,1035721141,11-11-2012,12-11-2012,10.017,Yes,12-17-2012,Electronic,36,6
391,TBPGK-5529,08-09-2013,1043332873,07-07-2012,08-06-2012,118.635,Yes,08-06-2012,Electronic,30,0
897,BEASA-1168,11-06-2013,1047899664,4-14-2013,5-14-2013,85.5,Yes,05-04-2013,Electronic,20,0
770,LEPPM-7228,4-30-2012,1048700447,04-12-2013,05-12-2013,79.005,Yes,5-19-2013,Paper,37,7
818,SYKLB-5148,8-28-2013,1054254809,11-21-2013,12-21-2013,113.31,No,12-23-2013,Paper,32,2
406,PEPYR-783,11-27-2013,1056254453,11-06-2013,12-06-2013,107.67,Yes,12-06-2013,Electronic,30,0
897,CESLR-7372,01-11-2013,1057997263,2-17-2012,3-18-2012,18.72,Yes,03-08-2012,Electronic,20,0
897,VHLWY-9250,06-03-2013,1061077633,10-03-2013,11-02-2013,80.775,Yes,10-22-2013,Paper,19,0
391,HROAQ-7841,9-15-2013,1064822605,02-10-2013,03-12-2013,137.835,Yes,03-07-2013,Electronic,25,0
770,MATVB-9149,4-30-2013,1066048015,8-15-2012,9-14-2012,43.218,Yes,9-19-2012,Electronic,35,5
770,NDIOV-9323,07-09-2012,1069788627,10-19-2012,11-18-2012,18.207,Yes,11-18-2012,Paper,30,0
406,OWJOT-3448,9-15-2012,1070459619,3-14-2012,4-13-2012,129.15,No,4-28-2012,Electronic,45,15
770,ZHAKS-7260,6-17-2012,1072551446,8-30-2012,9-29-2012,90.96,Yes,9-21-2012,Paper,22,0
897,SDWFS-9883,07-08-2013,1078203606,02-03-2013,03-05-2013,37.764,No,3-17-2013,Electronic,42,12
391,BTDMX-9212,4-22-2012,1087780944,04-08-2013,05-08-2013,97.215,Yes,4-25-2013,Paper,17,0
391,CGYHU-6632,01-08-2013,1089324784,3-29-2013,4-28-2013,127.995,Yes,04-07-2013,Paper,9,0
818,HEKGV-9181,10-16-2013,1099187594,5-20-2013,6-19-2013,112.77,Yes,6-21-2013,Electronic,32,2
406,AMJEO-8976,03-03-2012,1102283193,5-21-2012,6-20-2012,127.215,No,6-19-2012,Paper,29,0
406,FGEJI-4640,04-04-2013,1102427525,09-02-2012,10-02-2012,102.855,No,10-14-2012,Electronic,42,12
897,SDWFS-9883,07-08-2013,1120525682,09-10-2013,10-10-2013,42.057,Yes,10-10-2013,Paper,30,0
770,ODQFO-7856,08-05-2012,1123460933,11-04-2012,12-04-2012,27.36,Yes,11-24-2012,Paper,20,0
391,HJDLA-2125,5-22-2012,1124489638,12-07-2012,01-06-2013,38.061,Yes,12-31-2012,Paper,24,0
818,UHVMG-5613,5-31-2012,1125640710,4-24-2013,5-24-2013,111.165,No,06-02-2013,Paper,39,9
818,HYHDN-3271,4-28-2013,1130346223,05-03-2012,06-02-2012,24.777,Yes,05-08-2012,Electronic,5,0
406,FGEJI-4640,04-04-2013,1133671119,6-30-2013,7-30-2013,146.625,Yes,7-19-2013,Paper,19,0
897,VTITE-6177,10-26-2012,1134404692,6-25-2012,7-25-2012,107.025,Yes,7-15-2012,Electronic,20,0
818,VZQCZ-5875,7-15-2013,1138691280,5-27-2013,6-26-2013,83.985,Yes,6-25-2013,Electronic,29,0
391,VJWXS-3569,04-09-2013,1148330379,1-27-2012,2-26-2012,88.065,No,2-29-2012,Electronic,33,3
391,TWQXF-5196,6-20-2012,1157522916,12-04-2012,01-03-2013,92.595,Yes,12-27-2012,Paper,23,0
897,EEBEO-8690,12-05-2012,1158168222,6-15-2012,7-15-2012,77.025,Yes,7-27-2012,Electronic,42,12
897,VLKMI-9286,2-13-2013,1166745307,11-27-2013,12-27-2013,112.125,No,12-07-2013,Paper,10,0
818,HYHDN-3271,4-28-2013,1175501498,05-07-2012,06-06-2012,90.825,Yes,5-15-2012,Electronic,8,0
391,HCSFI-6160,01-10-2013,1181151623,8-22-2012,9-21-2012,92.76,Yes,09-08-2012,Electronic,17,0
818,UOPGH-5924,06-06-2013,1184394782,9-15-2012,10-15-2012,145.11,No,10-29-2012,Electronic,44,14
818,UHVMG-5613,5-31-2012,1185375210,9-28-2013,10-28-2013,100.62,No,11-08-2013,Paper,41,11
770,FDQRK-6077,09-11-2012,1187373999,04-06-2012,05-06-2012,123.6,Yes,4-30-2012,Electronic,24,0
391,VJWXS-3569,04-09-2013,1190360355,08-07-2012,09-06-2012,138.27,No,09-11-2012,Electronic,35,5
391,QOKIO-2423,05-11-2013,1199977760,08-06-2012,09-05-2012,43.074,Yes,9-17-2012,Electronic,42,12
818,HJDUR-7946,2-21-2012,1204820480,08-08-2012,09-07-2012,87.48,Yes,09-12-2012,Paper,35,5
770,MATVB-9149,4-30-2013,1207140432,1-26-2013,2-25-2013,23.157,Yes,2-24-2013,Electronic,29,0
406,OISKG-7600,7-19-2013,1212195149,11-05-2012,12-05-2012,131.265,No,11-29-2012,Electronic,24,0
818,HJDUR-7946,2-21-2012,1221306688,07-03-2012,08-02-2012,118.575,Yes,7-26-2012,Paper,23,0
770,DTULQ-465,03-04-2013,1223908198,5-27-2012,6-26-2012,38.781,Yes,6-20-2012,Electronic,24,0
770,NDIOV-9323,07-09-2012,1228800450,1-14-2012,2-13-2012,42.732,Yes,2-29-2012,Electronic,46,16
770,TNJFG-625,8-15-2013,1234438435,03-06-2012,04-05-2012,37.701,Yes,3-28-2012,Electronic,22,0
897,BEASA-1168,11-06-2013,1241888853,05-01-2013,5-31-2013,44.964,No,6-15-2013,Electronic,45,15
406,KSOIA-5573,9-30-2013,1250631803,3-31-2013,4-30-2013,85.68,Yes,05-02-2013,Electronic,32,2
406,ETVHD-6833,4-30-2012,1254790557,11-12-2012,12-12-2012,109.32,Yes,11-25-2012,Paper,13,0
897,CQAIF-3676,7-29-2013,1256452894,5-17-2012,6-16-2012,37.161,Yes,6-26-2012,Electronic,40,10
406,YCTQO-9322,04-06-2012,1264381884,4-29-2013,5-29-2013,81.75,Yes,5-24-2013,Paper,25,0
818,HJQPP-2824,09-04-2013,1266309465,10-26-2012,11-25-2012,41.445,Yes,11-17-2012,Electronic,22,0
770,MATVB-9149,4-30-2013,1267973759,10-10-2012,11-09-2012,40.779,Yes,11-09-2012,Electronic,30,0
391,QOKIO-2423,05-11-2013,1280598031,2-26-2012,3-27-2012,84.63,Yes,3-18-2012,Electronic,21,0
818,HJDUR-7946,2-21-2012,1281236194,6-21-2013,7-21-2013,87.6,Yes,7-21-2013,Paper,30,0
406,YCTQO-9322,04-06-2012,1281718730,07-12-2013,08-11-2013,138.525,Yes,08-12-2013,Paper,31,1
391,VJWXS-3569,04-09-2013,1282903222,12-25-2012,1-24-2013,88.98,Yes,1-16-2013,Electronic,22,0
406,QZOKX-4632,3-19-2013,1294595643,2-18-2012,3-19-2012,108.27,No,04-04-2012,Electronic,46,16
406,OWJOT-3448,9-15-2012,1297791818,1-15-2012,2-14-2012,43.776,No,2-16-2012,Electronic,32,2
897,VAZGD-9460,08-10-2013,1300298547,9-16-2012,10-16-2012,87.315,Yes,10-05-2012,Electronic,19,0
818,VZQCZ-5875,7-15-2013,1308410771,9-13-2013,10-13-2013,114.045,Yes,9-28-2013,Paper,15,0
770,QUNVJ-3993,12-31-2012,1310667911,3-18-2012,4-17-2012,91.395,Yes,04-02-2012,Electronic,15,0
818,HYHDN-3271,4-28-2013,1311607387,10-13-2012,11-12-2012,87.615,Yes,10-18-2012,Electronic,5,0
818,HEKGV-9181,10-16-2013,1314367294,6-21-2012,7-21-2012,135,Yes,07-12-2012,Electronic,21,0
818,HJDUR-7946,2-21-2012,1316332834,10-21-2012,11-20-2012,37.656,Yes,11-16-2012,Paper,26,0
770,QUNVJ-3993,12-31-2012,1317885288,10-30-2013,11-29-2013,92.31,Yes,11-10-2013,Paper,11,0
897,XNJRO-688,6-24-2012,1318038101,09-03-2012,10-03-2012,25.659,Yes,10-13-2012,Paper,40,10
897,CQAIF-3676,7-29-2013,1319645741,11-26-2013,12-26-2013,78.57,Yes,12-31-2013,Paper,35,5
818,ABPKQ-8102,8-29-2013,1321318977,2-20-2013,3-22-2013,79.665,Yes,3-27-2013,Electronic,35,5
391,DPYTF-6708,08-02-2012,1321403248,02-01-2012,03-02-2012,120.465,Yes,3-14-2012,Electronic,42,12
391,LZRJV-709,6-20-2013,1323201909,7-27-2013,8-26-2013,88.02,Yes,8-15-2013,Paper,19,0
406,PMEXQ-4651,07-04-2012,1327547411,02-02-2013,03-04-2013,120.75,Yes,2-17-2013,Paper,15,0
818,UWVLM-8364,11-10-2012,1336288676,10-19-2012,11-18-2012,112.665,Yes,11-10-2012,Electronic,22,0
770,DTULQ-465,03-04-2013,1342171610,4-23-2013,5-23-2013,24.3,Yes,5-19-2013,Paper,26,0
770,KQLDO-7050,9-29-2012,1342472777,09-04-2012,10-04-2012,115.2,Yes,10-07-2012,Electronic,33,3
406,QPZCF-6048,7-13-2012,1349854982,11-06-2013,12-06-2013,118.245,Yes,11-07-2013,Paper,1,0
391,TBPGK-5529,08-09-2013,1358969643,10-29-2012,11-28-2012,79.695,Yes,12-02-2012,Electronic,34,4
391,DNURW-3598,8-29-2012,1366357345,09-12-2012,10-12-2012,84.66,Yes,9-28-2012,Paper,16,0
391,NEVHP-379,04-06-2013,1369976002,01-05-2013,02-04-2013,91.665,Yes,1-26-2013,Electronic,21,0
391,DZINU-2676,10-19-2012,1376441737,9-30-2012,10-30-2012,121.875,Yes,10-22-2012,Electronic,22,0
406,OWJOT-3448,9-15-2012,1380765747,09-01-2012,10-01-2012,105.15,No,10-16-2012,Electronic,45,15
391,MDWKR-7209,10-09-2013,1384963224,11-14-2013,12-14-2013,120.21,Yes,12-07-2013,Paper,23,0
897,VAZGD-9460,08-10-2013,1387296967,6-29-2013,7-29-2013,108.255,Yes,7-18-2013,Electronic,19,0
406,DJOZO-5284,09-11-2012,1388703216,10-19-2013,11-18-2013,108.285,Yes,10-26-2013,Paper,7,0
391,NDGAE-1080,9-28-2012,1388916154,10-22-2013,11-21-2013,141.285,No,11-13-2013,Paper,22,0
897,OQZUE-1408,9-14-2012,1390614316,12-25-2012,1-24-2013,25.263,Yes,1-23-2013,Paper,29,0
391,XGXSB-2820,1-26-2012,1391494343,6-16-2013,7-16-2013,77.28,Yes,6-25-2013,Paper,9,0
391,HROAQ-7841,9-15-2013,1393928849,11-11-2013,12-11-2013,108.93,Yes,11-20-2013,Paper,9,0
770,MATVB-9149,4-30-2013,1401167441,10-24-2012,11-23-2012,20.223,Yes,11-21-2012,Electronic,28,0
818,NKUXM-7695,11-21-2012,1401765998,3-21-2012,4-20-2012,36.612,No,04-11-2012,Electronic,21,0
818,UOPGH-5924,06-06-2013,1402104055,11-28-2012,12-28-2012,95.64,Yes,12-24-2012,Electronic,26,0
770,LEPPM-7228,4-30-2012,1416193073,7-30-2012,8-29-2012,92.79,Yes,8-28-2012,Paper,29,0
406,VMYWJ-5164,11-27-2013,1419983552,10-18-2012,11-17-2012,105.63,Yes,11-03-2012,Electronic,16,0
391,BTDMX-9212,4-22-2012,1422141008,12-08-2012,01-07-2013,80.985,Yes,12-27-2012,Paper,19,0
391,BTDMX-9212,4-22-2012,1426851026,11-13-2013,12-13-2013,40.68,Yes,11-30-2013,Paper,17,0
770,TNJFG-625,8-15-2013,1436243650,6-19-2012,7-19-2012,43.272,Yes,07-05-2012,Electronic,16,0
897,XNJRO-688,6-24-2012,1436424109,11-24-2013,12-24-2013,22.671,Yes,01-08-2014,Paper,45,15
391,DPXLN-5920,11-11-2012,1441773496,10-23-2012,11-22-2012,103.665,Yes,11-09-2012,Electronic,17,0
770,XWAMA-2687,04-03-2013,1452931912,7-28-2013,8-27-2013,44.217,Yes,08-02-2013,Paper,5,0
818,ABPKQ-8102,8-29-2013,1454620727,3-15-2012,4-14-2012,100.32,No,05-05-2012,Electronic,51,21
391,DPYTF-6708,08-02-2012,1459820159,08-04-2012,09-03-2012,41.661,Yes,09-04-2012,Paper,31,1
406,LYRCE-9117,07-05-2013,1463368000,4-14-2013,5-14-2013,41.04,No,06-08-2013,Electronic,55,25
818,HYHDN-3271,4-28-2013,1470244733,9-18-2012,10-18-2012,21.897,Yes,9-21-2012,Electronic,3,0
391,DPYTF-6708,08-02-2012,1474447809,11-07-2013,12-07-2013,100.38,Yes,12-15-2013,Paper,38,8
391,WENVB-9014,08-03-2013,1482642416,3-14-2013,4-13-2013,117.375,Yes,4-17-2013,Electronic,34,4
897,SDWFS-9883,07-08-2013,1491017597,05-09-2012,06-08-2012,17.307,Yes,06-02-2012,Electronic,24,0
406,LYRCE-9117,07-05-2013,1491859599,5-28-2013,6-27-2013,101.58,Yes,6-24-2013,Electronic,27,0
818,UWVLM-8364,11-10-2012,1509944977,2-16-2013,3-18-2013,80.265,Yes,03-07-2013,Paper,19,0
818,VZQCZ-5875,7-15-2013,1519561244,9-26-2012,10-26-2012,84.855,Yes,10-27-2012,Electronic,31,1
391,XGXSB-2820,1-26-2012,1528493753,10-29-2012,11-28-2012,107.775,Yes,11-02-2012,Paper,4,0
391,TWKLF-7329,11-20-2013,1528599283,6-30-2013,7-30-2013,128.025,Yes,7-18-2013,Electronic,18,0
406,OWJOT-3448,9-15-2012,1529029471,03-12-2013,04-11-2013,44.973,No,4-14-2013,Paper,33,3
391,VJWXS-3569,04-09-2013,1536168570,12-19-2012,1-18-2013,95.22,Yes,1-13-2013,Electronic,25,0
770,ZXNDN-4460,6-27-2013,1539382609,10-09-2012,11-08-2012,115.185,No,12-01-2012,Electronic,53,23
897,YDPUJ-3271,04-02-2013,1539465502,2-16-2012,3-17-2012,25.398,Yes,3-14-2012,Electronic,27,0
391,HCSFI-6160,01-10-2013,1544728355,12-27-2012,1-26-2013,108.39,Yes,1-13-2013,Electronic,17,0
406,FGEJI-4640,04-04-2013,1544966149,4-13-2013,5-13-2013,113.325,Yes,4-22-2013,Paper,9,0
391,XLGBV-9841,01-03-2013,1553284870,11-04-2013,12-04-2013,98.94,Yes,11-26-2013,Paper,22,0
391,NDGAE-1080,9-28-2012,1556974410,2-20-2013,3-22-2013,161.91,No,3-21-2013,Paper,29,0
818,ABPKQ-8102,8-29-2013,1562504789,03-04-2012,04-03-2012,124.725,No,4-20-2012,Electronic,47,17
897,UKEUZ-6296,11-26-2012,1564854322,8-13-2012,09-12-2012,28.71,Yes,8-16-2012,Electronic,3,0
897,CESLR-7372,01-11-2013,1569984218,12-04-2012,01-03-2013,25.902,Yes,12-27-2012,Electronic,23,0
818,HYHDN-3271,4-28-2013,1575927028,11-19-2012,12-19-2012,92.28,Yes,11-25-2012,Electronic,6,0
770,UQXSS-5592,12-31-2012,1577747087,7-27-2012,8-26-2012,85.71,No,09-07-2012,Electronic,42,12
406,FGEJI-4640,04-04-2013,1581104866,01-01-2013,1-31-2013,120.405,Yes,1-16-2013,Electronic,15,0
818,SYKLB-5148,8-28-2013,1582683220,4-19-2012,5-19-2012,140.985,No,5-18-2012,Electronic,29,0
897,VLKMI-9286,2-13-2013,1586923007,10-02-2013,11-01-2013,102.72,Yes,10-03-2013,Paper,1,0
770,FXWYK-3831,03-08-2013,1587873325,7-23-2013,8-22-2013,98.325,Yes,8-28-2013,Paper,36,6
770,MATVB-9149,4-30-2013,1591349185,7-13-2013,08-12-2013,76.695,Yes,08-07-2013,Paper,25,0
391,IYKOC-9174,11-27-2012,1592682813,09-10-2013,10-10-2013,95.37,Yes,9-29-2013,Paper,19,0
818,UOPGH-5924,06-06-2013,1595456477,7-27-2012,8-26-2012,88.92,Yes,08-11-2012,Electronic,15,0
391,NEVHP-379,04-06-2013,1604889070,5-17-2013,6-16-2013,117.855,No,06-12-2013,Paper,26,0
391,TWQXF-5196,6-20-2012,1613828397,08-12-2012,09-11-2012,44.775,Yes,8-28-2012,Paper,16,0
818,VZQCZ-5875,7-15-2013,1621429165,10-26-2012,11-25-2012,131.325,No,11-25-2012,Electronic,30,0
897,ERSWK-8942,01-11-2013,1621958024,4-15-2013,5-15-2013,19.809,Yes,4-25-2013,Paper,10,0
406,PMEXQ-4651,07-04-2012,1631213613,10-24-2012,11-23-2012,116.565,Yes,11-17-2012,Paper,24,0
391,XLGBV-9841,01-03-2013,1633220874,01-09-2012,02-08-2012,37.791,Yes,02-06-2012,Electronic,28,0
897,OQZUE-1408,9-14-2012,1652572095,10-14-2013,11-13-2013,81.345,Yes,11-11-2013,Paper,28,0
406,KSOIA-5573,9-30-2013,1653597608,7-16-2012,8-15-2012,150.945,Yes,8-19-2012,Electronic,34,4
770,UQXSS-5592,12-31-2012,1653708982,11-26-2013,12-26-2013,39.636,Yes,12-21-2013,Paper,25,0
770,LEPPM-7228,4-30-2012,1657046744,1-29-2012,2-28-2012,24.867,Yes,3-21-2012,Electronic,52,22
897,OQZUE-1408,9-14-2012,1660154042,2-21-2012,3-22-2012,40.572,Yes,3-28-2012,Electronic,36,6
391,HCSFI-6160,01-10-2013,1661281410,3-13-2012,04-12-2012,114.315,Yes,04-09-2012,Electronic,27,0
391,HROAQ-7841,9-15-2013,1666441626,12-15-2012,1-14-2013,81.405,No,1-28-2013,Electronic,44,14
770,ZHAKS-7260,6-17-2012,1669605594,3-20-2012,4-19-2012,124.47,Yes,4-25-2012,Electronic,36,6
406,YZKCL-1447,08-10-2012,1670705400,1-17-2013,2-16-2013,132.54,Yes,2-22-2013,Paper,36,6
391,NDGAE-1080,9-28-2012,1671914204,07-10-2013,08-09-2013,125.235,No,08-05-2013,Paper,26,0
897,VLKMI-9286,2-13-2013,1671932822,5-20-2013,6-19-2013,99.24,Yes,5-21-2013,Paper,1,0
897,OQZUE-1408,9-14-2012,1675817931,05-12-2012,06-11-2012,42.678,Yes,6-20-2012,Electronic,39,9
391,TWQXF-5196,6-20-2012,1677488643,7-30-2012,8-29-2012,93.42,Yes,8-18-2012,Paper,19,0
770,XLBER-2026,11-12-2012,1678077369,4-24-2012,5-24-2012,91.395,Yes,05-12-2012,Electronic,18,0
391,TWKLF-7329,11-20-2013,1681500143,06-10-2013,07-10-2013,95.505,Yes,07-03-2013,Electronic,23,0
406,QPZCF-6048,7-13-2012,1688223560,5-24-2013,6-23-2013,108.63,Yes,5-29-2013,Paper,5,0
391,XGXSB-2820,1-26-2012,1691604925,11-20-2013,12-20-2013,123.615,Yes,11-26-2013,Paper,6,0
897,VAZGD-9460,08-10-2013,1695583101,01-01-2013,1-31-2013,93.48,Yes,1-28-2013,Electronic,27,0
391,IYKOC-9174,11-27-2012,1697562415,01-06-2013,02-05-2013,109.635,Yes,1-19-2013,Paper,13,0
818,UWVLM-8364,11-10-2012,1699566587,2-13-2013,3-15-2013,138.15,Yes,2-27-2013,Paper,14,0
391,BLYDZ-8820,3-19-2013,1699863794,7-23-2012,8-22-2012,127.995,Yes,7-30-2012,Electronic,7,0
406,EZTEJ-9725,3-17-2012,1702975297,11-30-2012,12-30-2012,129.66,No,01-02-2013,Paper,33,3
406,QTLGZ-9771,12-10-2012,1714365499,4-21-2013,5-21-2013,36.342,No,05-08-2013,Paper,17,0
391,QOKIO-2423,05-11-2013,1715841684,07-01-2012,7-31-2012,101.07,No,7-30-2012,Electronic,29,0
391,TBPGK-5529,08-09-2013,1717812461,11-28-2012,12-28-2012,43.875,Yes,12-28-2012,Electronic,30,0
391,HROAQ-7841,9-15-2013,1720149710,4-24-2012,5-24-2012,107.52,Yes,5-18-2012,Electronic,24,0
406,AIEIK-9758,4-23-2012,1720532648,6-20-2013,7-20-2013,44.514,Yes,07-12-2013,Paper,22,0
897,EEBEO-8690,12-05-2012,1730560227,9-16-2013,10-16-2013,33.273,Yes,10-08-2013,Paper,22,0
391,LZRJV-709,6-20-2013,1731769234,06-11-2013,07-11-2013,77.175,No,7-22-2013,Electronic,41,11
406,TCXFQ-8389,8-24-2012,1732794859,10-22-2012,11-21-2012,92.4,No,11-20-2012,Paper,29,0
770,DTULQ-465,03-04-2013,1745880687,08-01-2012,8-31-2012,91.5,Yes,09-05-2012,Electronic,35,5
406,YCTQO-9322,04-06-2012,1748015546,12-24-2012,1-23-2013,112.785,Yes,1-25-2013,Paper,32,2
897,EEBEO-8690,12-05-2012,1752037070,04-08-2012,05-08-2012,107.58,Yes,5-15-2012,Electronic,37,7
770,KQLDO-7050,9-29-2012,1752423755,9-20-2013,10-20-2013,133.485,No,10-24-2013,Paper,34,4
406,PEPYR-783,11-27-2013,1754229481,5-15-2012,6-14-2012,121.65,Yes,6-18-2012,Electronic,34,4
391,DPYTF-6708,08-02-2012,1754538728,09-11-2013,10-11-2013,119.28,Yes,10-10-2013,Paper,29,0
391,ERLSR-187,7-31-2013,1756742489,09-05-2012,10-05-2012,126.855,Yes,9-14-2012,Electronic,9,0
406,FGEJI-4640,04-04-2013,1759240428,9-19-2013,10-19-2013,108.135,Yes,10-07-2013,Paper,18,0
897,SDWFS-9883,07-08-2013,1761962567,9-18-2013,10-18-2013,113.085,No,10-30-2013,Paper,42,12
770,WKLVM-7758,02-06-2012,1767317297,9-23-2012,10-23-2012,37.53,Yes,10-30-2012,Paper,37,7
897,GBFQJ-6391,11-25-2013,1767709016,7-21-2013,8-20-2013,7.524,No,8-17-2013,Electronic,27,0
391,HCSFI-6160,01-10-2013,1774766841,8-22-2013,9-21-2013,115.275,Yes,09-04-2013,Paper,13,0
818,NCUZC-8887,1-22-2013,1777289234,5-24-2013,6-23-2013,77.49,No,6-28-2013,Paper,35,5
897,BEASA-1168,11-06-2013,1779887097,11-25-2012,12-25-2012,98.25,Yes,12-18-2012,Electronic,23,0
406,FGEJI-4640,04-04-2013,1784835973,10-14-2012,11-13-2012,93.645,Yes,11-12-2012,Electronic,29,0
897,SDWFS-9883,07-08-2013,1789438574,01-07-2012,02-06-2012,41.697,No,02-10-2012,Electronic,34,4
391,PCYBM-8156,03-03-2012,1796958671,3-22-2012,4-21-2012,38.349,Yes,4-16-2012,Paper,25,0
406,ZAVRG-4092,5-19-2012,1801620881,8-14-2013,9-13-2013,117.66,Yes,8-15-2013,Paper,1,0
897,VLKMI-9286,2-13-2013,1826457122,11-09-2013,12-09-2013,109.395,No,11-24-2013,Paper,15,0
770,QUNVJ-3993,12-31-2012,1826544319,7-15-2012,8-14-2012,43.785,Yes,7-30-2012,Electronic,15,0
818,HYHDN-3271,4-28-2013,1829655262,11-09-2013,12-09-2013,84.42,Yes,11-11-2013,Paper,2,0
818,NCUZC-8887,1-22-2013,1838230453,04-10-2012,05-10-2012,89.34,No,06-03-2012,Electronic,54,24
406,DJOZO-5284,09-11-2012,1839518488,2-24-2012,3-25-2012,40.284,No,3-26-2012,Electronic,31,1
770,NDIOV-9323,07-09-2012,1839830719,11-13-2013,12-13-2013,40.104,Yes,12-16-2013,Paper,33,3
406,AIEIK-9758,4-23-2012,1841814202,05-01-2012,5-31-2012,84.375,No,06-08-2012,Paper,38,8
406,FGEJI-4640,04-04-2013,1841884324,11-08-2013,12-08-2013,129.06,Yes,11-26-2013,Paper,18,0
406,DJOZO-5284,09-11-2012,1842693278,5-25-2012,6-24-2012,102.525,Yes,06-10-2012,Electronic,16,0
